0	5778152	761	892	Serum levels of total cholesterol (total cholesterol) and low-density lipoprotein cholesterol (low-density lipoprotein cholesterol)	Serum levels of total cholesterol (total cholesterol) and low-density lipoprotein cholesterol (low-density lipoprotein cholesterol) were decreased compared with the baseline values at 6 months in 6.5 and 14.0% of patients, respectively, receiving toremifene.
0	5778152	1020	1032	Lipid levels	Lipid levels did not change in patients administered letrozole.
0	5778152	1125	1182	total cholesterol and low-density lipoprotein cholesterol	Significant differences were observed in total cholesterol and low-density lipoprotein cholesterol between the two groups at 12 and 24 months.
0	5778152	1252	1329	serum bone-specific alkaline phosphatase (bone-specific alkaline phosphatase)	In the toremifene group, serum bone-specific alkaline phosphatase (bone-specific alkaline phosphatase) was decreased by 25.0% at 12 months, and serum cross-linked N-telopeptide of type-I collagen (NTx) was decreased by 13.6% at 6 months, and these reductions were maintained for at least 24 months.
0	5778152	1371	1428	serum cross-linked N-telopeptide of type-I collagen (NTx)	In the toremifene group, serum bone-specific alkaline phosphatase (bone-specific alkaline phosphatase) was decreased by 25.0% at 12 months, and serum cross-linked N-telopeptide of type-I collagen (NTx) was decreased by 13.6% at 6 months, and these reductions were maintained for at least 24 months.
0	3611754	941	973	intraoperative total fluid input	Chictr.org: ChiCTR-TRC-12002357 RESULTS: The patients who received the HS-HES solution had a significant decrease in the intraoperative total fluid input (p<0.01), the volume of Ringer's solution required (p<0.05), the fluid balance (p<0.01) and their dural tension scores (p<0.05).
0	3611754	988	1024	volume of Ringer's solution required	Chictr.org: ChiCTR-TRC-12002357 RESULTS: The patients who received the HS-HES solution had a significant decrease in the intraoperative total fluid input (p<0.01), the volume of Ringer's solution required (p<0.05), the fluid balance (p<0.01) and their dural tension scores (p<0.05).
0	3611754	1039	1052	fluid balance	Chictr.org: ChiCTR-TRC-12002357 RESULTS: The patients who received the HS-HES solution had a significant decrease in the intraoperative total fluid input (p<0.01), the volume of Ringer's solution required (p<0.05), the fluid balance (p<0.01) and their dural tension scores (p<0.05).
0	3611754	1072	1092	dural tension scores	Chictr.org: ChiCTR-TRC-12002357 RESULTS: The patients who received the HS-HES solution had a significant decrease in the intraoperative total fluid input (p<0.01), the volume of Ringer's solution required (p<0.05), the fluid balance (p<0.01) and their dural tension scores (p<0.05).
0	3611754	1107	1209	total urine output, blood loss, bleeding severity scores, operation duration and hemodynamic variables	The total urine output, blood loss, bleeding severity scores, operation duration and hemodynamic variables were similar in both groups (p>0.05).
0	3611754	1345	1416	plasma concentrations of sodium and chloride, increasing the osmolality	Moreover, compared with the hydroxyethyl starch group, the HS-HES group had significantly higher plasma concentrations of sodium and chloride, increasing the osmolality (p<0.01).  
0	3611754	1657	1677	dural tension scores	Moreover, HS-HES improved the dural tension scores and provided satisfactory brain relaxation.
0	3611754	1691	1721	satisfactory brain relaxation.	Moreover, HS-HES improved the dural tension scores and provided satisfactory brain relaxation.
0	5852732	1015	1061	showed significantly lower BMI-for-age z-score	Results: IG showed significantly lower BMI-for-age z-score (weighted difference: −0.12; 95% CI: −0.21, −0.03; p = 0.009), body fat percentage (weighted difference: −2.6%; 95% CI: −3.7, −1.5; p < 0.001) and waist circumference (weighted difference: −2.4 cm; 95% CI: −3.8, −1.0; p = 0.001) compared to CG.
0	5852732	1115	1144	= 0.009), body fat percentage	Results: IG showed significantly lower BMI-for-age z-score (weighted difference: −0.12; 95% CI: −0.21, −0.03; p = 0.009), body fat percentage (weighted difference: −2.6%; 95% CI: −3.7, −1.5; p < 0.001) and waist circumference (weighted difference: −2.4 cm; 95% CI: −3.8, −1.0; p = 0.001) compared to CG.
0	5852732	1203	1228	) and waist circumference	Results: IG showed significantly lower BMI-for-age z-score (weighted difference: −0.12; 95% CI: −0.21, −0.03; p = 0.009), body fat percentage (weighted difference: −2.6%; 95% CI: −3.7, −1.5; p < 0.001) and waist circumference (weighted difference: −2.4 cm; 95% CI: −3.8, −1.0; p = 0.001) compared to CG.
0	5852732	1333	1358	lower body fat percentage	IG reported significantly lower body fat percentage (weighted difference: −3.4%; 95% CI: 1.8, 5.0; p < 0.001) and waist circumference (weighted difference: −2.1 cm; 95% CI: −3.7, −0.5; p = 0.014) at T1 compared to T0.
0	5852732	1421	1440	waist circumference	IG reported significantly lower body fat percentage (weighted difference: −3.4%; 95% CI: 1.8, 5.0; p < 0.001) and waist circumference (weighted difference: −2.1 cm; 95% CI: −3.7, −0.5; p = 0.014) at T1 compared to T0.
0	4734812	875	902	Results Mean blood pressure	Results Mean blood pressure was significantly reduced by 5.0±2.1 mmHg (P=0.016) systolic, and in responders by 11.5±1.9 mmHg systolic and 6.3±1.1 mmHg diastolic compared to placebo (P<0.001).
0	4734812	1064	1066	).	Results Mean blood pressure was significantly reduced by 5.0±2.1 mmHg (P=0.016) systolic, and in responders by 11.5±1.9 mmHg systolic and 6.3±1.1 mmHg diastolic compared to placebo (P<0.001).
0	4734812	1067	1095	Central hemodynamic-measures	Central hemodynamic-measures tended to improve in the garlic group more than in the placebo group, including central blood pressure, central pulse pressure, mean arterial pressure, augmentation pressure, pulse-wave velocity, and arterial stiffness.
0	4734812	1176	1315	central blood pressure, central pulse pressure, mean arterial pressure, augmentation pressure, pulse-wave velocity, and arterial stiffness.	Central hemodynamic-measures tended to improve in the garlic group more than in the placebo group, including central blood pressure, central pulse pressure, mean arterial pressure, augmentation pressure, pulse-wave velocity, and arterial stiffness.
0	4734812	1627	1658	highly tolerable and acceptable	Aged garlic extract was highly tolerable and acceptable, and did not increase the risk of bleeding in patients on blood-thinning medication.  
0	4734812	1685	1701	risk of bleeding	Aged garlic extract was highly tolerable and acceptable, and did not increase the risk of bleeding in patients on blood-thinning medication.  
0	1829425	1098	1106	“Assess”	Measurements and Main Results Intervention physicians exceeded controls on “Assess” (OR 5.06; 95% CI 3.22, 7.95), “Advise” (OR 2.79; 95% CI 1.70, 4.59), “Assist–set goals” (OR 4.31; 95% CI 2.59, 7.16), “Assist–provide written materials” (OR 5.14; 95% CI 2.60, 10.14), “
0	1829425	1137	1145	“Advise”	Measurements and Main Results Intervention physicians exceeded controls on “Assess” (OR 5.06; 95% CI 3.22, 7.95), “Advise” (OR 2.79; 95% CI 1.70, 4.59), “Assist–set goals” (OR 4.31; 95% CI 2.59, 7.16), “Assist–provide written materials” (OR 5.14; 95% CI 2.60, 10.14), “
0	1829425	1176	1194	“Assist–set goals”	Measurements and Main Results Intervention physicians exceeded controls on “Assess” (OR 5.06; 95% CI 3.22, 7.95), “Advise” (OR 2.79; 95% CI 1.70, 4.59), “Assist–set goals” (OR 4.31; 95% CI 2.59, 7.16), “Assist–provide written materials” (OR 5.14; 95% CI 2.60, 10.14), “
0	1829425	1225	1259	“Assist–provide written materials”	Measurements and Main Results Intervention physicians exceeded controls on “Assess” (OR 5.06; 95% CI 3.22, 7.95), “Advise” (OR 2.79; 95% CI 1.70, 4.59), “Assist–set goals” (OR 4.31; 95% CI 2.59, 7.16), “Assist–provide written materials” (OR 5.14; 95% CI 2.60, 10.14), “
0	1829425	1291	1316	“Assist–provide referral”	Measurements and Main Results Intervention physicians exceeded controls on “Assess” (OR 5.06; 95% CI 3.22, 7.95), “Advise” (OR 2.79; 95% CI 1.70, 4.59), “Assist–set goals” (OR 4.31; 95% CI 2.59, 7.16), “Assist–provide written materials” (OR 5.14; 95% CI 2.60, 10.14), “
0	1829425	1291	1316	“Assist–provide referral”	Assist–provide referral” (OR 6.48; 95% CI 3.11, 13.49), “
0	1829425	1348	1375	“Assist–discuss medication”	Assist–provide referral” (OR 6.48; 95% CI 3.11, 13.49), “
0	1829425	1348	1375	“Assist–discuss medication”	Assist–discuss medication” (OR 4.72;95% CI 2.90, 7.68), and “Arrange” (OR 8.14; 95% CI 3.98, 16.68), all p values being < 0.0001.
0	1829425	1575	1584	abstinent	Intervention patients were 1.77 (CI 0.94, 3.34,p = 0.078) times more likely than controls to be abstinent (12 versus 8%), a difference that approached, but did not reach statistical significance, and surpassed controls on number of days quit (18.4 versus 12.2, p < .05) but not on number of quit attempts.  
0	1829425	1701	1720	number of days quit	Intervention patients were 1.77 (CI 0.94, 3.34,p = 0.078) times more likely than controls to be abstinent (12 versus 8%), a difference that approached, but did not reach statistical significance, and surpassed controls on number of days quit (18.4 versus 12.2, p < .05) but not on number of quit attempts.  
0	1829425	1760	1784	number of quit attempts.	Intervention patients were 1.77 (CI 0.94, 3.34,p = 0.078) times more likely than controls to be abstinent (12 versus 8%), a difference that approached, but did not reach statistical significance, and surpassed controls on number of days quit (18.4 versus 12.2, p < .05) but not on number of quit attempts.  
0	4706860	778	829	peak torque (Nm), total work (J), or mean power (W)	Testing concentric contractions at 60°/s or 180°/s isokinetic speed, no significant differences in peak torque (Nm), total work (J), or mean power (W) were noted among the application modes under different conditions.
0	4706860	1106	1121	muscle strength	Kinesio Taping on the quadriceps neither decreased nor increased muscle strength in the participants.  
0	4706860	1250	1285	strength or power of knee extensors	Kinesio Taping application onto the skin overlying the quadriceps muscle does not enhance the strength or power of knee extensors in healthy men.
0	5754509	1309	1345	Results Baseline median (IQR) levels	Results Baseline median (IQR) levels were as follows: Midregional-pro-adrenomedullin 0.52 (0.45–0.56) nmol/L, midregional-pro-atrial natriuretic peptide 44.8 (34.6–56.7) pmol/L and copeptin 4.95 (3.50–6.50) pmol/L. Mean percentage differences (95% CI) between liraglutide and placebo group after treatment were as follows: Midregional-pro-adrenomedullin −6% (−11 to 2, P = 0.058), midregional-pro-atrial natriuretic peptide −25% (−37 to −11, P = 0.001) and copeptin +4% (−13 to 25, P = 0.64).
0	5754509	1815	1871	midregional-pro-atrial natriuretic peptide concentration	Reduction in midregional-pro-atrial natriuretic peptide concentration correlated with both increased heart rate and diastolic blood pressure in the liraglutide group.
0	5754509	1903	1942	heart rate and diastolic blood pressure	Reduction in midregional-pro-atrial natriuretic peptide concentration correlated with both increased heart rate and diastolic blood pressure in the liraglutide group.
0	5754509	2117	2159	midregional-pro-atrial natriuretic peptide	Multiple regression analyses with adjustment for BMI, free testosterone, insulin resistance, visceral fat, heart rate and eGFR showed reductions in midregional-pro-atrial natriuretic peptide to be independently correlated with an increase in the heart rate.  
0	5754509	2215	2226	heart rate.	Multiple regression analyses with adjustment for BMI, free testosterone, insulin resistance, visceral fat, heart rate and eGFR showed reductions in midregional-pro-atrial natriuretic peptide to be independently correlated with an increase in the heart rate.  
0	5754509	2320	2407	levels of the cardiovascular risk biomarkers midregional-pro-atrial natriuretic peptide	Conclusion In an RCT, liraglutide treatment in women with polycystic ovary syndrome reduced levels of the cardiovascular risk biomarkers midregional-pro-atrial natriuretic peptide with 25% and Midregional-pro-adrenomedullin with 6% (borderline significance) compared with placebo.
0	5754509	2421	2451	Midregional-pro-adrenomedullin	Conclusion In an RCT, liraglutide treatment in women with polycystic ovary syndrome reduced levels of the cardiovascular risk biomarkers midregional-pro-atrial natriuretic peptide with 25% and Midregional-pro-adrenomedullin with 6% (borderline significance) compared with placebo.
0	5754509	2525	2567	midregional-pro-atrial natriuretic peptide	The decrease in midregional-pro-atrial natriuretic peptide was independently associated with an increase in the heart rate.
0	5754509	2621	2632	heart rate.	The decrease in midregional-pro-atrial natriuretic peptide was independently associated with an increase in the heart rate.
0	5328251	1007	1034	successful preparation rate	In per-protocol analysis, patients in group B attained significantly higher successful preparation rate than group A (88.7% vs. 61.2%, p<0.001) and similar with group C (88.7% vs. 85.0%, p = 0.316).
0	5328251	1134	1154	polyp detection rate	The polyp detection rate in group B was significantly higher than group A (43.2% vs. 25.7%, p<0.001).
0	5328251	1232	1245	Acceptability	Acceptability was much higher in group B and C.  Conclusions 10 mg bisacodyl plus 2 L PEG-ELP can significantly improve both bowel preparation quality and polyp detection rate in patients with Bristol stool form 1 and 2.
0	5328251	1357	1407	bowel preparation quality and polyp detection rate	Acceptability was much higher in group B and C.  Conclusions 10 mg bisacodyl plus 2 L PEG-ELP can significantly improve both bowel preparation quality and polyp detection rate in patients with Bristol stool form 1 and 2.
