0	1968611	Proliferation of drug resistant tumour following chemotherapy is the principal cause of treatment failure in small cell lung cancer (small cell lung cancer).
0	1968611	Verapamil has been shown to partially restore drug sensitivity in tumour cells rendered resistant in vitro.
0	1968611	The results of the first large-scale randomised study of a resistance modifying drug given in conjunction with chemotherapy in cancer patients are reported.
0	1968611	Two hundred and twenty-six patients have been entered.
0	1968611	All patients received four cycles of cyclophosphamide (750 mg m-2), doxorubicin (40 mg m-2) and vincristine (1.4 mg m-2) on Day 1 and etoposide (75 mg m-2) on Days 1, 2 and 3, repeated at 21 day intervals.
0	1968611	Those patients randomised to the verapamil arm received oral verapamil 120 mg qid for 5 days with each course of chemotherapy.
0	1968611	Similar numbers of cycles of protocol treatment were given in both arms with over 75% of patients completing all four cycles.
0	1968611	There were no significant differences in general toxicities between the two arms, except for more severe alopecia in the verapamil treatment group (P = 0.045).
0	1968611	There was no significant difference in cardiovascular or haematological toxicity, although the median nadir white cell count after Cycle 1 chemotherapy was lower in the verapamil arm (P = 0.065) and there were significantly more dose reductions after Cycle 1 in the verapamil arm (P = 0.031).
0	1968611	No statistically significant differences in response (P = 0.582) or survival (P = 0.290) data were seen.
0	1968611	The absence of a significant improvement in response or survival using verapamil may relate to the low blood levels of verapamil seen in the clinic (0.8 microM), in contrast to those known to be maximally active in vitro (> 6 microM) or to the presence of other cellular mechanisms by which drug resistance develops.
0	3692032	Gait and balance disturbances typically emerge in advanced Parkinson’s disease with generally limited response to dopaminergic medication and subthalamic nucleus deep brain stimulation.
0	3692032	Therefore, advanced programming with interleaved pulses was put forward to introduce concomittant nigral stimulation on caudal contacts of a subthalamic lead.
0	3692032	Here, we hypothesized that the combined stimulation of subthalamic nucleus and substantia nigra pars reticulata improves axial symptoms compared with standard subthalamic nucleus stimulation.
0	3692032	Twelve patients were enrolled in this 2 × 2 cross-over double-blind randomized controlled clinical trial and both the safety and efficacy of combined subthalamic nucleus and substantia nigra pars reticulata stimulation were evaluated compared with standard subthalamic nucleus stimulation.
0	3692032	The primary outcome measure was the change of a broad-scaled cumulative axial Unified Parkinson’s Disease Rating Scale score (Scale II items 13–15, Scale III items 27–31) at ‘3-week follow-up’.
0	3692032	Secondary outcome measures specifically addressed freezing of gait, balance, quality of life, non-motor symptoms and neuropsychiatric symptoms.
0	3692032	For the primary outcome measure no statistically significant improvement was observed for combined subthalamic nucleus and substantia nigra pars reticulata stimulation at the ‘3-week follow-up’.
0	3692032	The secondary endpoints, however, revealed that the combined stimulation of subthalamic nucleus and substantia nigra pars reticulata might specifically improve freezing of gait, whereas balance impairment remained unchanged.
0	3692032	The combined stimulation of subthalamic nucleus and substantia nigra pars reticulata was safe, and of note, no clinically relevant neuropsychiatric adverse effect was observed.
0	3692032	Patients treated with subthalamic nucleus and substantia nigra pars reticulata stimulation revealed no ‘global’ effect on axial motor domains.
0	3692032	However, this study opens the perspective that concomittant stimulation of the substantia nigra pars reticulata possibly improves otherwise resistant freezing of gait and, therefore, highly warrants a subsequent phase III randomized controlled trial.
0	3600293	An increasing number of patients are suffering from stress-related symptoms and diagnoses.
0	3600293	The purpose of this study was to evaluate the medical yoga treatment in patients with stress-related symptoms and diagnoses in primary health care.
0	3600293	A randomized controlled study was performed at a primary health care centre in Sweden from March to June, 2011.
0	3600293	Patients were randomly allocated to a control group receiving standard care or a yoga group treated with medical yoga for 1 hour, once a week, over a 12-week period in addition to the standard care.
0	3600293	A total of 37 men and women, mean age of 53 ± 12 years were included.
0	3600293	General stress level (measured using Perceived Stress Scale (Perceived Stress Scale)), burnout (Shirom-Melamed Burnout Questionnaire (Shirom-Melamed Burnout Questionnaire)), anxiety and depression (Hospital Anxiety and Depression Scale (Hospital Anxiety and Depression Scale)), insomnia severity (Insomnia Severity Index (Insomnia Severity Index)), pain (visual analogue scale (EQ-VAS)), and overall health status (Euro Quality of Life EQ-VAS (EQ-VAS)) were measured before and after 12 weeks.
0	3600293	Patients assigned to the Yoga group showed significantly greater improvements on measures of general stress level (P < 0.000), anxiety (P < 0.019), and overall health status (P < 0.018) compared to controls.
0	3600293	Treatment with medical yoga is effective in reducing levels of stress and anxiety in patients with stress-related symptoms in primary health care.
0	3620921	Background A previous study indicated that a single application of 4% dimeticone liquid gel was effective in treating head louse infestation.
0	3620921	This study was designed to confirm this in comparison with two applications of 1% permethrin.  
0	3620921	Methods We have performed a single centre parallel group, randomised, controlled, open label, community based trial, with domiciliary visits, in Cambridgeshire, UK.
0	3620921	Treatments were allocated through sealed instructions derived from a computer generated list.
0	3620921	We enrolled 90 children and adults with confirmed head louse infestation analysed by intention to treat (80 per-protocol after 4 drop outs and 6 non-compliant).
0	3620921	The comparison was between 4% dimeticone liquid gel applied once for 15 minutes and 1% permethrin creme rinse applied for 10 minutes, repeated after 7 days as per manufacturer’s directions.
0	3620921	Evaluated by elimination of louse infestation after completion of treatment application regimen.  
0	3620921	Results Intention to treat comparison of a single dimeticone liquid gel treatment with two of permethrin gave success for 30/43 (69.8%) of the dimeticone liquid gel group and 7/47 (14.9%) of the permethrin creme rinse group (OR 13.19, 95% CI 4.69 to 37.07) (p < 0.001).
0	3620921	Per protocol results were similar with 27/35 (77.1%) success for dimeticone versus 7/45 (15.6%) for permethrin.
0	3620921	Analyses by household gave essentially similar outcomes.  
0	3620921	Conclusions The study showed one 15 minute application of 4% dimeticone liquid gel was superior to two applications of 1% permethrin creme rinse (p < 0.001).
0	3620921	The low efficacy of permethrin suggests it should be withdrawn.  
0	3620921	Trial registration Current Controlled Trials ISRCTN88144046.
0	3510714	Background Many people in Western countries do not follow public health physical activity (physical activity) recommendations.
0	3510714	Web-based interventions provide cost- and time-efficient means of delivering individually targeted lifestyle modification at a population level.  
