0	5778152	A prospective randomized phase II trial was conducted to evaluate the time course effects of toremifene (toremifene) and letrozole (letrozole), as adjuvant hormone therapy, on serum lipid profiles and bone metabolism in estrogen receptor (ER)-positive, postmenopausal breast cancer patients.
0	5778152	Fifty-four postmenopausal breast cancer patients [estrogen receptor positive, HER2 negative, T1–2, node metastases (n = 0–3), M0] who had undergone curative resection were enrolled.
0	5778152	They were randomized to receive either toremifene 40 mg/day or letrozole 2.5 mg/day as adjuvant hormone therapy.
0	5778152	Serum lipids and bone markers were measured prior to, and again at 6, 12, and 24 months after initiation of treatment.
0	5778152	Changes in serum lipids and bone markers were compared.
0	5778152	Serum levels of total cholesterol (total cholesterol) and low-density lipoprotein cholesterol (low-density lipoprotein cholesterol) were decreased compared with the baseline values at 6 months in 6.5 and 14.0% of patients, respectively, receiving toremifene.
0	5778152	Lipid levels did not change in patients administered letrozole.
1	5778152	Significant differences were observed in total cholesterol and low-density lipoprotein cholesterol between the two groups at 12 and 24 months.
0	5778152	In the toremifene group, serum bone-specific alkaline phosphatase (bone-specific alkaline phosphatase) was decreased by 25.0% at 12 months, and serum cross-linked N-telopeptide of type-I collagen (NTx) was decreased by 13.6% at 6 months, and these reductions were maintained for at least 24 months.
0	5778152	In contrast, in the letrozole group, serum bone-specific alkaline phosphatase did not change and NTx was increased by 16.0% at 6 months and by 18.6% at 24 months, as compared with the baseline.toremifene and letrozole exert different effects on serum lipid profiles and bone metabolism markers.
0	5778152	The effects of toremifene, as adjuvant hormone therapy, on both lipids and bone metabolism in postmenopausal breast cancer patients are superior to those of letrozole.
0	3611754	OBJECTIVE: The ideal solution for fluid management during neurosurgical procedures remains controversial.
0	3611754	The aim of this study was to compare the effects of a 7.2% hypertonic saline - 6% hydroxyethyl starch (HS-HES) solution and a 6% hydroxyethyl starch (hydroxyethyl starch) solution on clinical, hemodynamic and laboratory variables during elective neurosurgical procedures.  
0	3611754	METHODS: Forty patients scheduled for elective neurosurgical procedures were randomly assigned to the HS-HES group or the hydroxyethyl starch group.
0	3611754	After the induction of anesthesia, patients in the HS-HES group received 250 mL of HS-HES (500 mL/h), whereas the patients in the hydroxyethyl starch group received 1,000 mL of hydroxyethyl starch (1000 mL/h).
0	3611754	The monitored variables included clinical, hemodynamic and laboratory parameters.
1	3611754	Chictr.org: ChiCTR-TRC-12002357 RESULTS: The patients who received the HS-HES solution had a significant decrease in the intraoperative total fluid input (p<0.01), the volume of Ringer's solution required (p<0.05), the fluid balance (p<0.01) and their dural tension scores (p<0.05).
1	3611754	The total urine output, blood loss, bleeding severity scores, operation duration and hemodynamic variables were similar in both groups (p>0.05).
1	3611754	Moreover, compared with the hydroxyethyl starch group, the HS-HES group had significantly higher plasma concentrations of sodium and chloride, increasing the osmolality (p<0.01).  
0	3611754	CONCLUSION: Our results suggest that HS-HES reduced the volume of intraoperative fluid required to maintain the patients undergoing surgery and led to a decrease in the intraoperative fluid balance.
0	3611754	Moreover, HS-HES improved the dural tension scores and provided satisfactory brain relaxation.
0	3611754	Our results indicate that HS-HES may represent a new avenue for volume therapy during elective neurosurgical procedures.
0	5852732	Background: The GReat-Child Trial was a quasi-experimental intervention that has emphasized whole grain as a strategy to manage childhood obesity.
0	5852732	Methods: Two schools in Kuala Lumpur with similar demographic characteristics were assigned as intervention (IG) and control (CG).
0	5852732	Eligibility criteria were overweight/obese children aged 9 to 11 years who had no serious co-morbidity.
0	5852732	Children who reported consuming wholegrain foods in their 3-day diet-recall during screening were excluded.
0	5852732	A total of 63 children (31 IG; 32 CG) completed the entire intervention program.
0	5852732	The IG children underwent six 30-min nutrition education lessons and had school delivery of wholegrain food on a daily basis over a 12-week period.
0	5852732	Parents of IG children attended 1-h individual diet counseling.
0	5852732	Anthropometric outcomes including BMI-for-age z-score (BMI-for-age z-score), body fat percentage and waist circumference were measured at baseline [T0], post-intervention [T1] (3rd month) and follow-up [T2] (9th month).
1	5852732	Results: IG showed significantly lower BMI-for-age z-score (weighted difference: −0.12; 95% CI: −0.21, −0.03; p = 0.009), body fat percentage (weighted difference: −2.6%; 95% CI: −3.7, −1.5; p < 0.001) and waist circumference (weighted difference: −2.4 cm; 95% CI: −3.8, −1.0; p = 0.001) compared to CG.
0	5852732	IG reported significantly lower body fat percentage (weighted difference: −3.4%; 95% CI: 1.8, 5.0; p < 0.001) and waist circumference (weighted difference: −2.1 cm; 95% CI: −3.7, −0.5; p = 0.014) at T1 compared to T0.
0	5852732	Conclusions: The GReat-Child Trial made a positive impact in managing childhood obesity.
0	5852732	It can be incorporated into childhood obesity intervention programs that are being implemented by the policy makers.
0	4734812	Background Hypertension affects 30% of adults worldwide.
0	4734812	Garlic supplements have shown promise in the treatment of uncontrolled hypertension, and the mechanism of action is biologically plausible.
0	4734812	Our trial is the first to assess the effect of aged garlic extract on central blood pressure and arterial stiffness, regarded as important risk factors for cardiovascular morbidity.  
0	4734812	Subjects and methods A total of 88 general practice patients and community members with uncontrolled hypertension completed a double-blind randomized placebo-controlled trial of 12 weeks investigating the effect of daily intake of aged garlic extract (1.2 g containing 1.2 mg S-allylcysteine) or placebo on blood pressure, and secondary outcome measures of central-hemodynamics and other cardiovascular markers, including cholesterol, homocysteine, platelet function, and inflammatory markers.  
1	4734812	Results Mean blood pressure was significantly reduced by 5.0±2.1 mmHg (P=0.016) systolic, and in responders by 11.5±1.9 mmHg systolic and 6.3±1.1 mmHg diastolic compared to placebo (P<0.001).
1	4734812	Central hemodynamic-measures tended to improve in the garlic group more than in the placebo group, including central blood pressure, central pulse pressure, mean arterial pressure, augmentation pressure, pulse-wave velocity, and arterial stiffness.
